hip,ra,dec,mag
24241,78.06914086,46.43875125,8.34
24242,78.06983239,-39.05941401,8.12
24243,78.07245707,41.44713595,8.89
24244,78.07453075,-11.86914287,4.45
24245,78.07517288,-67.09491653,9.41
24246,78.07597665,1.32646922,8.69
24247,78.07707504,9.1241918,8.66
24248,78.07980483,1.83681854,10.85
24249,78.08490936,11.36293577,8.67
24250,78.08895284,-26.55251996,8.33
24251,78.08911895,18.05369987,10.62
24252,78.08981788,26.45497128,6.78
24253,78.09161891,-51.55026104,7.32
24254,78.0935395,73.94674435,5.44
24255,78.0964337,67.67950355,7.28
24256,78.10705724,-81.54185362,6.51
24257,78.10813949,-24.92220939,8.23
24258,78.11036721,30.21789278,8.61
24259,78.11099309,-12.41994029,9.48
24260,78.1125523,72.7437107,7.52
24261,78.1131809,-3.03722031,8.63
24262,78.11383469,-75.14473375,9.26
24263,78.11513606,-29.97680313,8.53
24265,78.12118047,-25.37521158,9.01
24266,78.12134411,-0.50951638,8.89
24267,78.12268632,-56.71637371,9.18
24264,78.12343891,-70.94513744,11.26
24268,78.12388167,-17.45247943,8.58
24269,78.12490373,17.21330015,8.4
24270,78.13492536,64.2871868,7.9
24271,78.13756632,-17.4545798,8.53
24272,78.14207949,27.60426543,8.58
24273,78.14452971,10.40830378,8.25
24274,78.1486225,28.94884105,8.87
24275,78.15033563,-14.95118636,7.29
24276,78.15062561,-82.3682796,9.48
24277,78.15067346,-9.27853784,9.42
24278,78.15397989,-19.36987132,8.89
24279,78.15730039,44.43517629,7.78
24280,78.16055634,-4.66567748,9.2
24281,78.1634457,42.83178064,9.04
24282,78.16537841,-31.30885385,9.08
24283,78.17438551,23.89358436,10.32
24284,78.17522082,19.6650702,10.82
24285,78.17959122,21.83008361,9.44
24286,78.17967404,13.37278923,8.85
24287,78.18480468,34.08956965,8.56
24288,78.18666903,34.82345816,8.83
24289,78.18815523,4.32128764,10.57
24290,78.1919854,-73.37141489,9.66
24291,78.19439587,-37.93901114,9.51
24292,78.19974178,16.3077035,10.55
24293,78.20030054,-22.50759727,8.46
24294,78.20048421,-6.05711381,5.9
24295,78.20501451,31.00912248,9.01
24296,78.20503288,-48.52669689,9.85
24297,78.20839144,-1.5637,9.48
24298,78.21430886,18.15503511,8.51
24299,78.21588592,-27.17758884,7.05
24300,78.21833656,64.09149016,8.73
24301,78.22169987,19.72380744,9.93
24302,78.22200285,13.92145251,8.65
24303,78.22278398,37.74374801,7.9
24304,78.23091478,27.77381881,9.24
24306,78.23267933,-27.15900755,7.38
24305,78.2328046,-16.20542901,3.29
24307,78.24188069,70.97028975,7.73
24308,78.2431481,48.30529593,8.4
24309,78.2474486,-71.0593396,8.5
24310,78.25241556,8.4676105,8.8
24311,78.25385787,-0.09195219,8.01
24312,78.26170454,-15.86279231,8.46
24313,78.26179051,61.85003527,6.17
24314,78.26383628,-37.41870976,9.04
24315,78.26426043,24.39696001,7.89
24316,78.26748077,-59.64688139,9.43
24317,78.27040161,18.49868852,9.97
24318,78.27174822,-23.96435234,8.31
24319,78.28364438,44.56699299,7.34
24320,78.28448257,-59.9833347,8.59
24322,78.2949189,-38.53168721,9.45
24321,78.2952855,-17.96278436,8.94
24323,78.2955069,33.31828689,8.56
24324,78.29914844,-29.26034865,9.27
24325,78.30388995,49.86122562,7.66
24326,78.30555659,40.19354156,7.38
24327,78.30785422,-12.94128833,4.36
24328,78.31095473,58.66327727,8.02
24329,78.3178388,73.49107057,8.98
24330,78.32117336,-5.08351999,9.21
24331,78.32283171,2.86125346,4.46
24332,78.32313264,37.33763726,6.48
24333,78.32722825,-59.58573552,7.12
24334,78.34117677,-58.55762843,8.79
24335,78.34607866,-16.90876806,8.02
24336,78.35442218,3.68704787,7.82
24337,78.35476591,-65.23614393,8.38
24338,78.35520459,30.9665054,8.04
24339,78.35524985,-18.55850736,7.74
24340,78.35721486,38.48467394,4.82
24341,78.36044791,-0.80881969,9.56
24342,78.36181727,-2.62702576,9.29
24343,78.36509505,-20.52959086,8.32
24344,78.36604504,-55.56865331,7.11
24345,78.36935121,-4.65286428,7.68
24346,78.37168438,-47.87517231,8.15
24347,78.37823715,-69.53990311,10.76
24348,78.38038055,62.69112962,6.49
24349,78.3814722,1.96768435,6.08
24350,78.38245344,35.65306006,7.9
24351,78.38278015,5.76824164,8.1
24352,78.38457739,38.10968996,9.41
24353,78.38651664,-7.32985016,9.61
24354,78.38685717,-17.10646323,7.41
24355,78.38721179,-31.90426449,7.5
24357,78.39825422,-13.66091588,8.92
24356,78.39830884,35.70084999,8.32
24358,78.39923045,-42.94240036,8.74
24359,78.39940083,-61.07831373,10.1
24360,,,12.03
24361,78.40222122,51.66095398,8.71
24362,78.40537666,-32.06717827,7.16
24363,78.40787481,4.21117676,8.7
24364,78.40832639,-46.52426056,9.02
24365,78.41086768,-31.2157407,9.27
24366,78.41213159,-67.5756581,9.12
24367,78.41274054,-3.62202412,7.09
24368,78.43059095,3.5811891,9.59
24369,78.43130218,-52.97547398,7.52
24370,78.43809258,27.24008567,9.62
24371,78.43911394,-2.78188952,8.19
24372,78.43927858,-67.18534976,4.81
24373,78.44301831,-35.82529963,6.98
24374,78.44331347,83.53995524,8.66
24375,78.44491223,64.94940635,8.22
24376,78.44603571,39.02100796,9.06
24377,78.44687015,0.56046647,6.33
24378,78.44869682,-6.74827095,7.35
24379,78.45521702,37.03275591,6.86
24380,78.45626404,46.97670426,7.55
24381,78.4579422,-50.6357574,9.15
24382,78.45878487,-0.88655478,8.16
24383,78.46276899,-64.46907024,9.38
24384,78.47222426,-52.03072111,6.03
24385,78.47248459,24.89137485,9.24
24386,78.4748909,17.45326656,9.0
24387,78.48258369,-22.98850132,7.35
24388,78.48564077,31.57163393,8.61
24389,78.48699655,28.22408884,9.23
24390,78.49038556,56.50804811,8.13
24393,78.49520231,82.47937636,9.57
24391,78.49595498,-10.37799585,9.18
24392,78.49638683,-21.97370161,10.54
24394,78.49975985,-14.60686727,6.22
24395,78.50353508,-45.56501184,9.98
24396,78.50395198,88.22202521,8.6
24397,78.5070076,51.43104183,7.19
24398,78.5105336,36.91624725,7.68
24399,78.51291097,3.2020691,9.48
24400,78.51471336,-26.38974677,9.03
24401,78.51873801,-21.64999324,7.41
24402,78.52063071,66.05661236,7.85
24403,78.52390675,21.22370663,7.19
24404,78.53240502,67.48190982,7.13
24405,78.53266677,-35.82291672,9.55
24406,78.54183162,54.02458477,7.96
24407,78.54235646,-34.58812451,9.2
24408,78.5463701,-6.65215909,9.68
24409,78.54672558,-15.64595121,8.12
24410,78.551051,54.7588146,8.64
24411,78.55477016,32.43795819,9.67
24412,78.55764454,-51.35743938,8.3
24413,78.56020415,30.39986329,7.16
24414,78.57587852,-32.79530135,9.48
24415,78.57915994,22.65996506,8.4
24416,78.58024705,11.48820008,9.01
24417,78.58246917,69.8239448,7.21
24418,78.58305719,-33.34862506,8.17
24419,78.58306312,-15.82608507,7.43
24420,78.58718516,-26.79379084,7.41
24421,78.59282177,-24.46410453,9.34
24422,78.60048069,39.36375417,8.02
24423,78.60239735,-63.54142361,8.12
24424,78.61439335,-36.17088202,9.12
24425,78.61525138,-10.41663757,7.43
24426,78.62015802,-35.97703069,5.75
24427,78.62076653,-18.38513413,7.61
24428,78.62187094,-7.28282091,8.52
24429,78.62654926,-40.3197555,9.39
24430,78.62721357,-26.20853486,6.93
24431,78.62974551,25.9173328,8.14
24432,78.63087524,-45.79126057,8.72
24433,78.63416116,33.35144266,8.65
24434,78.63435666,-22.52048082,9.77
24435,78.63441991,18.62374676,10.32
24436,78.63446353,-8.20163919,0.18
24437,78.63879123,38.22557244,8.78
24438,78.64344133,-13.92443261,8.0
24439,78.64778295,-44.22272706,8.48
24440,78.64809587,76.47276909,6.36
24441,78.65393349,-0.56283184,6.89
24442,78.65417052,2.56373813,9.21
24443,78.65612298,61.34329766,9.0
24444,78.65936865,62.54215487,8.32
24445,78.66081403,63.12695598,6.89
24446,78.66391974,15.20820552,9.12
24447,78.66435054,31.40202928,6.63
24448,78.66931176,42.41843822,8.4
24449,78.67212847,-7.07164154,6.7
24450,78.68355139,5.15612934,5.5
24451,78.68447254,53.21394817,6.16
24452,78.68761268,12.52541459,8.05
24453,78.69221459,67.36077497,7.72
24454,78.6999788,0.6630473,9.97
24455,78.70505661,41.3349969,7.86
24456,78.70687909,20.88022286,9.56
24457,78.7073185,0.70929163,9.85
24458,78.71999001,-4.62665297,9.45
24459,78.72865284,50.90395368,9.24
24460,78.73022261,-47.19622639,8.57
24461,78.73555088,57.62618264,10.51
24462,78.73860253,-5.71764081,8.34
24463,78.74367484,44.53070272,10.33
24464,78.74559739,35.3575764,8.12
24465,78.76328166,-12.20476209,8.01
24466,78.77147122,-5.25256259,9.47
24467,78.77435851,4.90521498,8.77
24468,78.77439525,-46.91798735,10.39
24469,78.77508823,-33.40950947,8.67
24470,78.77858898,-36.65109707,8.88
24471,78.78231157,-41.62829591,11.06
24472,78.78286215,-7.34575425,11.54
24473,78.78417271,6.44120214,10.42
24474,78.78650842,-36.65289547,6.75
24475,78.78765006,15.06256624,7.47
24476,78.7915097,40.13247511,8.6
24477,78.79387454,8.432475,7.25
24478,78.79449281,-28.33531008,7.15
24479,78.79741331,59.40571797,6.15
24481,78.79806382,48.36168208,8.34
24480,78.79819344,20.05617857,7.72
24482,78.79948565,1.55613869,7.24
24483,78.80085481,4.27035625,7.52
24484,78.80289274,-42.61556427,9.09
24485,78.8102382,-53.09303252,8.39
24486,78.81106941,-55.4164779,9.07
24487,78.81270433,23.83051822,8.84
24488,78.81407723,47.17098693,6.91
24489,78.8155433,24.9634329,9.56
24490,78.81732496,-52.66530014,7.31
24491,78.82157927,44.69962478,8.65
24492,78.82589768,-12.72763908,8.44
24493,78.82717763,-1.40906138,6.15
24494,78.83153128,24.51621479,9.3
24495,78.83375818,61.94741082,8.77
24496,78.8361419,-29.75912836,7.54
24497,78.83820084,30.34641882,10.55
24498,78.84041088,0.06033739,8.04
24499,78.84144808,-12.81826274,8.23
24501,78.84153761,30.34029103,10.05
24500,78.84159373,40.07802395,10.45
24502,78.8483901,32.68475457,7.94
24503,78.84882854,-3.36596186,7.72
24505,78.85152247,-26.94343723,5.06
24506,78.85158524,-19.06042191,7.95
24504,78.85171534,32.6875699,5.01
24507,78.85368002,-73.58848926,6.49
24508,78.85745173,15.63013229,9.12
24509,78.85992244,-56.16845915,8.59
24510,78.86085865,7.05548896,8.36
24511,78.86310597,13.378423,10.7
24512,78.86525046,22.28487452,6.26
24513,78.8710467,-72.39829232,8.52
24514,78.88015791,-28.75068585,9.62
24515,78.8803296,5.75975385,8.68
24516,78.88120025,0.19699892,8.47
24517,78.89230487,-38.35946917,9.17
24518,78.89774368,8.44132037,8.17
24519,78.90526776,-21.19647454,8.56
24520,78.91166823,-52.18223022,6.48
24521,78.91396059,-26.44184692,8.31
24522,78.91432129,8.82352681,8.39
24523,78.92366465,-31.91390329,11.07
24524,78.92740206,16.06651092,10.4
24525,78.92778662,60.89084136,9.3
24526,78.92882758,-49.44479868,7.89
24527,78.93008127,12.87960041,8.96
24528,78.93295628,-22.8943734,6.76
24529,78.93332376,50.5622061,7.49
24530,78.93885616,-24.28719316,8.41
24531,78.94332549,-1.27789642,8.77
24532,78.94609951,-34.92675247,6.66
24533,78.95538411,18.63821086,9.2
24534,78.95644199,-42.84906576,8.68
24535,78.95913488,19.95403646,8.06
24536,78.96506447,-63.34162264,7.84
24537,78.96864179,3.74886249,8.6
24538,78.97160668,34.42344251,7.69
24539,,,7.76
24540,78.97406001,30.49695105,7.6
24541,78.97922707,-48.69043766,8.24
24542,78.98097235,-81.07225775,9.65
24543,78.9822945,21.82194201,10.24
24544,78.98420972,76.49099476,9.27
24545,78.98528284,68.18259559,9.16
24546,78.98787912,27.12799497,9.85
24547,78.99014214,1.3275774,8.57
24548,78.99039758,12.04491604,10.39
24549,78.99115573,49.54647831,8.47
24550,78.995535,25.35897181,8.91
24551,78.99907834,-16.35287508,8.96
24552,79.00198574,-9.80982965,9.92
24553,79.00330087,-14.50556967,7.88
24554,79.01152208,-47.46814317,8.42
24555,79.01724675,11.34136954,5.52
24556,79.02745279,-4.46406135,9.56
24557,79.03235728,30.19135381,9.43
24558,79.03775345,16.94280949,10.5
24559,79.0418879,-41.24923131,7.2
24560,79.04399535,-11.35256415,6.45
24562,79.04426307,-35.81289153,8.72
24561,79.04426527,10.19131732,9.25
24563,79.04753985,1.75698009,7.59
24564,79.04811955,-41.07299507,7.91
24565,79.05261651,42.75634774,8.0
24566,79.05871162,-30.95228288,8.65
24567,79.06056359,-3.48311734,7.76
24568,79.06095165,65.20798434,9.12
24569,79.06225326,-68.13346885,8.86
24570,79.06320581,3.48968019,9.88
24571,79.0638892,29.35668089,9.35
24572,79.06428498,-51.27984874,8.95
24573,79.07244068,-29.43870077,8.69
24574,79.07308914,19.29529885,9.3
24575,79.0756354,34.31221188,5.99
24576,79.08239398,-33.0661714,8.23
24577,79.09938325,-33.53778852,6.95
24578,79.1005342,-32.51349383,7.07
24579,79.10138976,27.85237302,9.28
24580,79.10288595,-1.64202364,7.88
24581,79.10559814,27.1080658,8.89
24582,79.10591901,-23.05907514,7.17
24583,79.11334193,39.85862184,8.93
24584,79.1164752,7.29391411,12.17
24585,79.11911314,-29.86618507,9.23
24586,79.11918362,-28.1387757,7.97
24587,79.12067402,36.07183942,7.22
24588,79.12115612,3.20545849,8.5
24589,79.1235129,-51.47597732,8.14
24591,79.1260396,14.14690019,9.25
24590,79.12622484,-37.57272707,8.35
24592,79.12726137,-21.10007375,7.8
24593,79.1356585,28.19009306,8.51
24594,79.13751909,42.66760892,8.07
24595,79.13966244,-62.70070266,8.27
24596,79.14293939,-5.06142273,8.91
24597,79.14607434,-42.51462622,8.28
24598,79.1474952,-25.3320005,7.8
24599,79.15026454,-7.20314124,7.42
24600,79.15204449,-6.58916146,9.58
24601,79.15527189,-30.36701162,8.91
24602,79.1555891,21.23252432,10.32
24603,79.15758238,-45.91377467,7.02
24604,79.16068859,-0.13988293,10.55
24605,79.16678042,39.04579429,8.79
24606,79.16703418,10.78532002,10.09
24607,79.17102659,1.94734447,6.42
24608,79.17206517,45.99902927,0.08
24609,79.17700846,17.02003001,8.12
24610,79.17882841,53.46465732,8.07
24611,79.18268004,-0.88887974,8.63
24612,79.18283129,18.43954308,7.16
24613,79.19458133,-40.00889806,9.72
24614,79.19662474,-49.59962233,7.92
24615,79.1977693,19.30222502,8.88
24616,79.19957083,-5.15144824,8.27
24617,79.20090125,-48.64073724,7.96
24618,79.20109543,-17.14235156,6.55
24619,79.20565869,20.11834255,7.62
24620,79.20648988,36.44638714,8.82
24621,79.20650699,-24.59148737,9.13
24622,79.21715156,12.40941568,8.07
24623,79.22068873,42.67745885,8.18
24624,79.22615361,-48.19143928,7.58
24625,79.22640449,4.66377148,8.68
24626,79.22659606,-52.45269492,8.19
24627,79.23635794,-6.93635356,8.49
24628,79.24527053,54.17380272,7.73
24629,79.25099331,-31.27707479,7.47
24630,79.25503413,-14.95567218,9.41
24631,79.2577184,84.21156329,8.47
24632,79.27208698,9.92729305,7.48
24633,79.27262508,12.56551114,7.05
24634,79.27336651,16.35165523,7.43
24635,79.29096583,-2.57990911,9.11
24636,79.29859697,-1.96253303,8.31
24637,79.29918081,8.91324228,9.07
24638,79.30173993,39.46365876,7.13
24639,79.30635194,53.57880039,9.5
24640,79.31271302,-39.28812076,7.14
24641,79.31317671,31.27059106,9.44
24642,79.31444619,28.90501143,6.76
24643,79.31504657,-20.83450996,9.26
24644,79.31514868,-27.24587487,7.84
24645,79.32370184,53.58615854,9.96
24646,79.32796018,-72.70084699,8.39
24647,79.33615981,27.76538859,9.33
24648,,,9.39
24649,79.34292771,-17.77481377,6.76
24650,79.34494828,49.3447216,8.42
24651,79.3450363,-53.73644581,9.32
24652,79.34596324,-68.47200145,9.16
24653,79.34761281,62.01373423,8.98
24654,79.35227313,26.08317043,9.59
24655,79.3567323,26.08031939,10.4
24656,79.35767891,-71.53292522,7.57
24657,79.3593367,11.72345513,8.53
24658,79.36487564,60.18200071,6.96
24659,79.37093064,-34.89438961,4.81
24660,79.37805466,14.5142231,8.54
24661,79.37871455,41.66889497,10.08
24662,79.37924963,31.8240036,7.54
24663,79.37983989,20.1320709,6.69
24664,79.38178463,74.53588077,7.36
24665,79.38244981,24.00986204,6.85
24666,79.38424024,5.48233783,7.14
24667,79.38481486,33.12462087,8.65
24668,79.3851476,22.82921027,8.91
24669,79.39313812,-15.21618431,8.72
24670,79.39791697,-15.2195729,6.98
24671,79.39814677,-68.59314215,7.57
24672,79.39867475,33.59350007,8.13
24673,79.39961576,55.51684976,7.62
24674,79.40166225,-6.84438616,3.59
24675,79.40692849,-18.66150505,8.49
24676,79.41252088,4.68384468,8.48
24677,79.414633,-26.63794178,9.96
24678,79.41469434,59.9462823,9.01
24679,79.41769273,-13.51970778,5.48
24680,79.41900671,82.24960794,9.73
24681,79.42075333,7.35370479,7.31
24682,79.42160242,-37.61843842,8.97
24683,79.42333315,-19.46836124,8.03
24684,79.4241705,26.74783519,10.61
24685,79.4249616,30.98430116,10.27
24686,79.42780353,-23.17691404,8.77
24687,79.43142003,-10.97934588,9.47
24688,79.43190337,-54.47240713,7.1
24689,79.43246782,-0.37009076,9.04
24690,79.4364393,-7.5736705,9.23
24691,79.43755265,-43.60378393,7.64
24692,79.43791121,-8.65164034,8.52
24693,79.44202064,13.63991293,8.38
24694,79.44322532,-69.84923159,10.75
24695,79.44867128,54.39290711,8.41
24696,79.45000162,-28.17155371,9.02
24697,79.45062151,-38.15198642,9.23
24698,79.45827342,-12.27649203,8.04
24699,79.46048761,2.30661256,10.12
24700,79.47506579,50.08250969,9.41
24701,79.47850536,-4.48990641,9.55
24702,79.48638105,-35.36734288,8.82
24703,79.48774068,8.1047141,7.36
24704,79.49179107,68.97344655,8.1
24705,79.49225437,25.06481808,9.85
24706,79.49364198,-57.44522597,8.74
24710,79.50173415,-27.49043791,9.28
24707,79.50347734,-18.61254953,7.93
24708,79.50395805,-8.22812035,7.5
24709,79.50409323,-0.03769307,7.39
24711,79.51353698,-34.02965925,8.39
24713,79.51419281,-30.00257774,8.41
24712,79.51427231,-34.03332181,10.47
24714,79.51471468,3.69176114,8.21
24715,79.51603586,-43.80455132,8.8
24716,79.51704047,13.41777143,7.74
24717,79.51868294,-55.70724349,9.0
24718,79.52304258,-80.9646908,8.44
24719,79.52440372,52.39131024,9.3
24720,79.52573979,67.18323934,10.8
24721,79.52934613,-17.36752374,8.14
24722,79.53362111,-76.90435447,9.05
24723,79.53719214,-16.18712905,7.61
24724,79.54240723,37.65014217,7.92
24725,79.5431747,-61.95079118,7.87
24726,79.54351898,61.2167491,8.6
24727,79.54395049,33.37200411,4.54
24728,79.54410647,5.99500551,11.64
24729,79.54493784,3.29750335,9.71
24730,79.54652368,9.2165365,7.41
24731,79.54931032,-12.48313184,9.83
24732,79.55521962,73.26813649,5.81
24733,79.56052125,-45.57974636,10.14
24734,79.56093689,5.31851028,8.69
24735,79.56424654,28.78010553,7.28
24736,79.56469261,-25.25217004,7.54
24737,79.56502072,-74.69819529,7.49
24738,79.56534453,42.79218517,5.55
24739,79.5772877,-74.06261709,8.94
24740,79.57870341,33.76741903,6.15
24741,79.57929647,-21.82451532,7.96
24742,79.58132074,-48.86968828,10.67
24743,79.58223081,30.9333712,8.92
24744,79.5877794,36.63204993,7.78
24745,79.59179418,85.18882929,8.2
24746,79.59364947,0.59306009,7.76
24748,79.60127028,47.04819108,7.72
24747,79.60138035,-2.53541569,8.72
24749,79.60611714,-5.66070587,7.06
24750,79.60951363,-20.87795445,8.54
24751,79.61027029,-41.04435545,7.88
24752,79.61138705,-4.62109879,10.03
24753,79.61609019,6.74656411,8.04
24754,79.61753278,-51.42661173,8.27
24755,79.61946555,30.37763557,8.34
24756,79.62031635,-50.72812858,8.5
24757,79.62468366,2.09137081,9.65
24758,79.62489365,-1.13823895,9.34
24759,79.62636796,30.25823965,9.88
24760,79.62949333,75.94701226,7.42
24761,79.63179381,21.79243083,7.3
24762,79.63278349,4.17606514,9.53
24764,79.63488644,47.32934855,8.46
24763,79.63494469,-68.22590028,11.09
24766,79.63592738,48.9235737,6.93
24765,79.63614758,-45.09072495,9.27
24767,79.6391499,39.35123248,7.91
24768,79.66470905,-7.73584122,8.44
24769,79.66573428,52.08700375,8.26
24770,79.66790485,38.71055638,9.08
24771,79.66801388,40.46515715,6.22
24772,79.66963536,-32.32282851,9.43
24773,79.67129265,-10.50538307,8.44
24774,79.67223536,3.98155995,9.29
24775,79.67393768,44.12190357,8.54
24776,79.67643958,28.09063718,8.69
24777,79.67773371,-14.01835309,9.08
24778,79.68277057,20.83949716,10.93
24779,79.68305734,-62.98491915,7.22
24780,79.69190174,-28.87238827,8.23
24781,79.69299489,-17.57278101,7.84
24782,79.69658088,52.83094717,7.74
24783,79.69699088,-21.39366593,9.35
24784,79.69699405,17.10486242,9.27
24785,79.69749943,15.10548032,11.06
24786,79.7093162,-18.13019946,5.96
24787,79.71375885,-22.42720159,8.89
24788,79.71798954,59.7630527,9.25
24789,79.72053929,13.56719541,7.45
24790,79.72649759,49.06571903,9.3
24791,79.72910077,-51.57948769,7.58
24792,79.72920569,64.16758945,9.88
24793,79.7308188,41.09556405,6.69
24794,79.73144782,60.24864279,9.12
24795,79.73717279,36.19726187,8.26
24796,79.7383652,35.8641118,8.99
24797,79.74205489,-37.34019386,9.2
24798,79.74807838,72.58990823,10.72
24799,79.7500805,33.74846576,5.38
24800,79.75445168,-21.98417326,8.25
24801,79.75533238,58.1098564,8.95
24802,79.76105518,9.15800958,8.47
24803,79.7645521,0.43849972,9.42
24804,79.76687717,-8.65305367,9.29
24805,79.76705487,50.6960515,8.44
24806,79.77055117,-60.02318734,9.28
24807,79.77541762,10.53357567,8.07
24808,79.77667783,64.53957731,8.94
24809,79.77999031,-4.95964365,8.78
24810,79.78027009,-24.16641288,8.77
24811,79.78112785,-1.09880445,8.52
24812,79.78186134,14.49288442,8.61
24813,79.78365993,40.10066732,4.69
24814,79.78930947,-31.53476737,9.05
24815,79.79252501,35.79234971,9.08
24816,79.79452038,45.01150683,8.33
24817,79.79678985,2.59593601,5.34
24818,79.79741017,-41.5794239,8.99
24819,79.80103751,-3.07414077,7.77
24820,79.81130353,20.1346605,6.12
24821,79.81402332,34.89055582,7.04
24822,79.81912416,22.09669104,4.96
24823,79.82037291,-67.86358028,9.77
24824,79.82214757,-33.70810532,8.42
24825,79.82264928,-18.51994134,6.37
24826,79.8245807,-9.7625613,8.76
24827,79.82629842,-18.50958286,6.53
24828,79.83846301,-7.34723729,7.83
24829,79.84214072,-50.60652008,5.44
24830,79.84389009,3.12274562,8.69
24831,79.84869643,-27.3688642,5.98
24832,79.8488498,33.98543113,6.49
24833,79.85551241,-36.74509705,8.33
24834,79.85676735,-14.76855138,8.01
24835,79.85899495,20.21846765,8.97
24836,79.86604282,58.11740918,6.13
24837,79.87718615,38.14235656,8.7
24838,79.87921002,-4.34114985,8.31
24839,79.87988339,-9.45321825,8.48
24840,79.87993331,-25.1241195,6.94
24841,79.88192543,6.37602511,10.61
24842,79.88946502,-2.32233071,9.23
24843,79.89111403,-42.15492069,9.47
24844,79.89321277,-9.70079618,7.99
24845,79.89385817,-13.17677698,4.29
24846,79.89551443,3.87389443,9.64
24847,79.89701156,-1.4118959,6.33
24848,79.90343529,1.55060527,9.92
24849,79.91155345,-1.10849726,8.6
24850,79.91244334,15.78600911,8.33
24851,79.91709963,-1.35620726,9.17
24852,79.91968331,41.22021138,8.03
24853,79.92062007,-11.03492828,7.67
24854,79.92082673,-6.11538901,9.87
24855,79.92253558,5.64521312,9.15
24856,79.92515553,36.93327999,8.37
24857,79.92604522,-4.8772813,7.33
24858,79.92898743,67.9964249,7.47
24859,79.93664752,-52.03821966,8.13
24860,79.94306138,-25.9277075,7.11
24861,79.94525687,17.77984911,10.45
24862,79.94600324,-22.54305385,8.04
24863,79.95121277,0.88669681,9.57
24864,79.95425507,2.51385191,7.0
24865,79.95746141,-66.4431154,8.49
24866,79.95916793,51.02262013,8.25
24867,79.96318915,-6.93109353,8.79
24868,79.96617958,-7.13260354,9.09
24869,79.97175316,27.08255109,9.32
24870,79.9751594,13.22330911,10.12
24871,79.98096021,39.38229613,9.18
24872,79.99439622,16.73081478,8.4
24873,79.99596151,-12.31560456,5.29
24874,79.99779615,-15.84014212,8.72
24875,80.00187207,24.42399434,9.64
24876,80.00198605,-47.04879899,7.03
24877,80.00293918,32.78569297,7.0
24878,80.00329009,30.5105279,8.99
24879,80.00383769,33.95806265,5.05
24880,80.00490638,40.67713508,9.14
24881,80.00965884,44.4254299,6.49
24882,80.01329817,-5.20834095,7.18
24883,80.01508236,13.54520689,7.5
24885,80.01905251,37.90919016,8.39
24886,80.01907969,-31.16744025,9.18
24884,80.01911958,39.7896493,7.34
24887,80.01961888,-63.07285857,8.59
24888,80.02250552,21.15161116,9.17
24889,80.02286781,37.41051918,8.43
24890,80.02617832,39.34335165,7.36
24891,80.03239199,-5.84610993,8.18
24892,80.03420315,35.78600748,7.39
24893,80.03541452,-61.16813538,7.88
24894,80.03842015,57.32477827,9.44
24895,80.03930406,-70.73907284,9.32
24896,80.04385974,27.64621137,10.3
24897,80.04516303,25.01604296,9.1
24898,80.04754813,36.67463657,7.5
24899,80.05231206,-7.10391595,8.94
24900,80.05299893,-7.21691862,9.61
24901,80.06066576,-11.06863986,8.21
24902,80.0611822,41.08633916,5.46
24903,80.06843767,-34.48637119,9.31
24904,80.06847309,70.84556815,9.51
24905,80.0749447,25.17110487,8.38
24906,80.07621707,19.57826161,6.65
24907,80.07950283,-67.30157847,11.28
24909,80.08627558,-34.69885053,6.34
24910,80.08710983,18.59339087,9.1
24911,80.08874903,-46.56371691,7.82
24912,80.08918356,-32.61978585,8.47
24913,80.09283563,-33.39430675,10.97
24914,80.0942273,62.65371666,5.64
24915,80.0957307,-26.56808615,8.86
24916,80.09625273,-6.29958673,10.02
24917,80.0969823,-33.39875067,9.33
24918,80.0979961,55.05165703,8.09
24919,80.10064841,-8.02973136,7.52
24920,80.10136417,-8.02000564,8.72
24921,80.10198968,10.89044384,7.42
24922,80.10285382,-3.50985732,9.15
24924,80.10572776,-55.07446297,9.08
24923,80.10580114,11.60985081,9.03
24925,80.11003844,-5.36751687,6.4
24926,80.11039128,-11.58076263,9.68
24927,80.11213225,-21.23973932,4.7
24928,80.11268588,-48.02828608,8.94
24929,80.11753443,-60.77991815,7.09
24930,80.12038003,-5.81212719,8.93
24931,80.12434782,-47.51758198,7.81
24932,80.12570491,-19.40404574,9.32
24933,80.13344035,5.66382668,8.7
24934,80.13597056,31.6501589,9.41
24935,80.13672855,-42.73690103,8.77
24936,80.13692992,-5.28805452,8.72
24937,80.13732534,-13.38610405,7.69
24938,80.1376512,36.63224012,8.17
24939,80.13857661,-79.68085214,8.75
24940,80.14046043,-66.98151204,11.26
24941,80.14544417,-22.41679631,8.68
24942,80.14895437,15.05933025,8.14
24943,80.15388044,-43.53404958,6.6
24944,80.1561748,-5.82257005,7.99
24945,80.15800726,20.82996145,7.71
24946,80.15824845,-29.91809427,8.74
24947,80.15841138,-39.75497535,7.39
24948,80.15973223,71.71471793,6.57
24949,80.159999,32.27415422,8.11
24950,80.16289582,46.95734607,9.57
24951,80.16319356,46.96380531,6.54
24952,80.16468375,0.59454944,8.79
24953,80.16695886,-10.52737423,8.35
24954,80.16907903,-27.80466102,8.98
24955,80.16954675,66.74681944,6.39
24956,80.17147092,63.16509987,8.42
24957,80.1794994,37.43867717,6.79
24958,80.18018707,15.63693507,8.24
24959,80.18131343,17.24296147,7.8
24960,80.18226466,2.54473026,6.43
