hip,ra,dec,mag
48866,149.50246282,9.69467573,8.99
48867,149.50379963,-49.28521345,10.62
48868,149.50381031,-52.89308372,8.04
48869,149.5040815,-66.56247987,8.58
48870,149.50885032,60.27328719,8.81
48871,149.5090355,48.21992734,7.53
48872,149.51591106,62.12965756,7.74
48873,149.52993573,-62.58541517,6.87
48874,149.53011573,22.66433867,8.28
48876,149.53175281,8.31404459,6.05
48875,149.53184228,41.59525909,8.32
48877,149.53355818,-13.12911005,7.43
48878,149.53453671,38.93623916,8.24
48879,149.537677,-23.84652304,9.21
48880,149.54844577,8.51736186,9.37
48881,149.54887405,15.22136589,7.45
48882,149.54949991,-72.06471297,7.47
48883,149.55579541,12.44483936,5.26
48884,149.55834184,-25.13112151,6.77
48885,149.5626124,-42.19549341,7.97
48886,149.56345351,-67.01321096,7.83
48887,149.56607646,51.56906401,7.92
48888,149.56975554,-64.3339326,8.06
48889,149.5730386,65.92664045,8.66
48890,149.5762897,30.51725852,8.39
48891,149.57806184,-73.58781406,11.41
48892,149.59024111,-36.0566586,8.72
48893,149.59545794,72.87959798,5.86
48894,149.60649623,40.74299349,7.78
48895,149.60881468,27.75906843,6.48
48896,149.61630385,-50.12355143,8.9
48897,149.62192118,-3.633909,8.97
48898,149.62421027,29.5344865,8.01
48899,149.62648576,67.05470188,10.38
48900,149.626857,22.31375552,8.09
48901,149.62743143,-13.941529,7.27
48902,149.63491724,-7.18568915,8.77
48903,149.63996209,-51.1893765,10.73
48904,149.6413219,-46.42394529,11.27
48905,149.64240227,58.95196248,6.72
48906,149.64413887,-24.33619922,8.04
48907,149.64759984,-71.68945769,8.54
48908,149.65554101,-50.99279149,8.61
48909,149.65568105,-65.42902264,8.65
48910,149.65663982,73.49835382,8.6
48911,149.66397029,10.96040187,7.44
48912,149.66768359,-22.32155195,8.23
48913,149.67305365,-11.07382162,9.14
48914,149.67536247,46.46841904,9.51
48915,149.68054137,-33.66710155,8.2
48916,149.68195374,-29.30476275,7.01
48917,149.68520862,50.12519793,6.7
48918,149.68707577,6.11474633,7.31
48919,149.68839209,-41.35953493,7.4
48920,149.68867212,32.58543914,9.77
48921,149.69038464,10.45856696,7.14
48922,149.69823616,64.64537794,9.93
48923,149.70319278,4.80861806,7.19
48924,149.71142122,52.0721366,8.03
48925,149.71370636,-14.14307553,7.81
48926,149.71808346,-35.89093311,5.23
48927,149.72100114,0.3568793,8.86
48928,149.72671701,-50.00359639,11.69
48929,149.73126811,-47.48942553,7.55
48930,149.73523683,-27.06595183,9.52
48931,149.73749034,47.75974711,9.64
48932,149.74183108,-48.49017406,8.01
48933,149.74634292,43.45197787,8.42
48934,149.75362779,-49.89531748,8.11
48935,149.75777765,-3.02153871,7.48
48936,149.76380186,19.0121188,10.15
48937,149.76741903,-22.18738042,8.29
48938,149.77050676,80.37988901,7.9
48939,149.77108445,-65.98333057,7.54
48940,149.77313968,53.26374742,8.32
48941,149.7732463,-72.7890716,7.85
48942,149.7734082,-63.34521794,6.68
48943,149.77633,-23.95078326,6.11
48944,149.77975257,30.42204159,8.22
48945,149.78042986,58.75658815,8.03
48946,149.78378426,-33.517151,8.19
48947,149.7856066,-16.01160165,7.62
48948,149.78926713,-67.39891255,9.55
48949,149.79108457,-30.95884104,10.06
48950,149.79454643,-45.00623587,8.43
48951,149.79500078,-76.75763179,8.56
48952,149.79579722,32.43894064,9.49
48953,149.79749285,-9.18322084,9.88
48954,149.7991596,50.9831015,9.03
48955,149.80158355,-47.09232442,7.26
48956,149.80446428,-58.12823034,7.11
48957,149.8050329,59.1870579,8.36
48958,149.80954282,-12.75387229,7.88
48959,149.81224334,-33.67772856,9.01
48960,149.81694931,-46.29428077,7.99
48961,149.81701073,27.52321351,7.78
48962,149.82480934,-20.17317584,8.1
48963,149.82724021,-3.07480824,7.41
48964,149.82804249,-20.35677015,6.7
48965,149.83421899,37.49890917,10.41
48966,149.83537253,56.10902538,9.53
48967,149.83927451,77.26836064,8.76
48969,149.84144639,65.33794586,8.77
48968,149.84145455,40.57200886,8.43
48970,149.8416577,-50.60145924,11.34
48971,149.84505039,2.96400865,9.09
48972,149.84545988,-13.74050707,8.21
48973,149.84806499,23.28936185,8.15
48974,149.85727872,54.7980984,9.04
48975,149.85924179,-44.95543796,6.72
48976,149.86145383,-85.95425466,9.14
48977,149.86731083,21.32144983,6.74
48978,149.88911551,-7.85653853,8.02
48979,149.89513394,-24.85718727,9.66
48980,149.8969686,22.67567583,9.2
48981,149.8975856,56.47452159,7.24
48982,149.9011569,29.64532453,5.75
48983,149.9046574,-10.70180491,8.21
48984,149.91337531,26.16992547,8.41
48985,149.91406127,-64.46099024,8.14
48986,149.91601434,47.94208579,8.44
48987,149.91894458,44.91024551,9.94
48988,149.91943729,11.60768001,9.04
48989,149.92625572,5.22163583,7.69
48990,149.92965948,3.38474767,6.69
48991,149.93050107,44.29556055,10.03
48992,149.93199821,38.61112913,9.38
48993,149.93324557,-59.27123417,9.88
48994,149.9342559,-18.66485525,8.24
48995,149.93529149,45.19695564,9.34
48996,149.93974667,-59.2739764,8.67
48997,149.94397259,31.47128724,8.42
48998,149.94490601,40.26407526,9.3
48999,149.94886717,-52.05094402,10.24
49000,149.95203844,33.09179591,10.85
49001,149.95626384,-66.02473784,8.07
49002,149.95677991,13.45155148,10.55
49003,149.95910224,49.97959075,8.62
49004,149.96022783,5.60983888,8.23
49005,149.9654996,56.81187557,5.5
49006,149.967012,-26.39781961,7.36
49007,149.97106385,16.7166243,9.43
49008,149.97302176,-30.2659671,9.35
49009,149.97419989,-49.57778616,9.01
49010,149.97487981,14.87760614,8.9
49011,149.98279874,16.16908759,8.81
49012,149.98311813,-32.56253258,8.21
49013,149.98601502,-31.34956597,7.23
49014,149.98765176,-48.95160988,8.2
49015,149.98863459,-67.66665349,8.68
49016,149.99210947,83.47589538,8.13
49017,150.00051017,14.26311992,9.19
49018,150.00773226,24.55282921,7.86
49026,150.00800218,21.26235472,9.6
49019,150.01385897,42.31675531,7.42
49020,150.0153367,1.84597888,10.35
49021,150.01611612,-5.01272282,7.75
49022,150.01626911,-49.36007531,8.24
49023,150.01980222,42.51661089,9.7
49024,150.0253147,-36.04337922,7.38
49025,150.02753957,-42.47060572,7.89
49027,150.04578497,-46.02863804,8.63
49028,150.04650186,-72.5591311,8.03
49029,150.05343468,8.04427686,4.68
49030,150.05511496,6.25056589,7.64
49031,150.05535034,-6.70578267,8.59
49032,150.05694984,-35.3134736,7.86
49033,150.06137473,17.45979559,9.47
49034,150.06291296,-68.14993545,7.97
49035,150.06489738,-53.83375462,9.08
49036,150.07085917,-16.50367181,8.16
49037,150.07332145,-1.05722964,9.23
49038,150.07520473,-36.7397694,8.31
49039,150.07814288,-59.01241,7.96
49040,150.08337396,50.61690522,8.7
49041,150.0904806,-53.29083482,9.16
49042,150.09322096,-17.829858,8.69
49043,150.09629537,-40.57576598,8.96
49044,150.10523655,33.96770531,10.27
49045,150.11031872,-58.77838305,7.86
49046,150.1113501,27.26683388,11.24
49047,150.1125036,-42.8863706,7.46
49048,150.13175734,15.86431101,7.74
49049,150.13671411,-9.61266279,8.28
49050,150.1404527,21.45828828,8.91
49051,150.14165597,-61.75870206,7.93
49052,150.14409087,-56.94616519,6.5
49053,150.14575367,-51.09120551,8.57
49054,150.15029478,-27.15548426,8.18
49055,150.15091477,48.25617334,9.18
49056,150.1519298,35.81127739,10.07
49057,150.1526743,76.04716614,7.96
49058,150.15305107,0.82980307,9.82
49059,150.15936972,80.40244831,8.94
49060,150.16631422,28.17398213,7.99
49061,150.17495314,17.5677688,8.05
49062,150.17625675,-44.92177021,9.93
49063,150.1771574,49.07390004,9.73
49064,150.18233348,-7.09781589,8.24
49065,150.18293561,-82.21474569,5.53
49066,150.18742511,32.31099111,11.93
49067,150.19976029,-9.51674119,9.86
49068,150.22515485,-58.73943163,8.84
49069,150.22642283,-60.22621767,7.64
49070,150.23001413,53.12455444,7.59
49071,150.23052245,-69.80684905,8.54
49072,150.23116314,-4.26493463,8.62
49073,150.23680864,-38.60931072,9.72
49075,150.24107644,61.60622473,8.74
49074,150.24121462,4.99538568,8.34
49076,150.24415062,-50.47771844,6.91
49077,150.24674314,-3.18928356,7.07
49078,150.2496853,-46.92373673,7.92
49079,150.24998661,-40.89873152,8.52
49080,150.252815,8.9492339,8.06
49081,150.25425132,31.9247146,5.37
49082,150.25461553,51.92676965,8.32
49083,150.26011858,-43.77257756,8.85
49084,150.26555355,-40.86641816,8.39
49085,150.27085945,-47.35280773,8.31
49086,150.27553209,-72.31868742,7.59
49087,150.28179666,55.09603534,9.04
49088,150.28917115,31.54990379,8.51
49089,150.29225487,-34.63017078,8.37
49090,150.29515243,-23.14657006,7.7
49091,150.29784725,-30.39171436,11.43
49092,150.30006153,-56.09656162,6.42
49093,150.30395291,-44.83289446,8.12
49094,150.30811984,-56.66895861,8.02
49095,150.31141894,-39.4507926,7.23
49096,150.31327203,-31.68717567,9.34
49097,150.31529377,34.64010573,9.19
49099,150.31575233,-22.76501544,7.82
49098,150.3158814,-54.71737578,8.58
49100,150.31939861,7.21089513,8.81
49101,150.31995555,-60.98208879,8.18
49102,150.32008497,46.14817374,9.11
49103,150.32636892,28.78439328,6.93
49105,150.32648191,-70.72819141,7.34
49104,150.32698989,5.84994165,8.85
49106,150.3278933,-47.53248425,9.03
49107,150.32823741,-51.28918601,9.08
49108,150.33631971,15.67065081,7.64
49109,150.34235404,29.58461824,10.29
49110,150.34245634,-15.45407119,7.96
49111,150.34772698,35.49746865,10.01
49112,150.35165525,-38.09807709,7.96
49113,150.35345977,30.5871596,7.83
49114,150.35417133,22.7376516,9.8
49115,150.35470441,19.35103868,9.71
49116,150.3602122,43.09695289,9.22
49117,150.36400517,-58.09818281,9.37
49118,150.37772513,-38.0910613,8.89
49119,150.37998442,42.99913104,8.28
49120,150.38161492,-18.53954212,8.66
49121,150.3838606,68.71812669,8.02
49122,150.38712179,36.51102736,8.11
49123,150.38783046,-60.34947531,8.57
49124,150.38895964,-62.85092299,8.91
49125,150.39758816,-1.01811964,7.19
49126,150.40136217,-2.90746377,9.31
49127,150.40602848,-15.42485736,8.65
49128,150.40670497,-30.80282667,8.8
49129,150.40672763,-17.33299954,7.47
49130,150.40998642,55.5861721,7.94
49131,150.41260412,-55.48511771,8.75
49132,150.41397715,28.52184484,8.25
49133,150.41493111,53.63773318,8.53
49134,150.4162811,41.4683061,9.35
49135,150.41698353,1.13112345,9.15
49136,150.41830104,17.40922506,9.63
49137,150.419689,-53.36411581,6.2
49138,150.42405376,-60.11294993,7.84
49139,150.42813593,-75.42392873,12.97
49140,150.43284228,13.40989405,10.15
49141,150.43468755,-23.80686502,6.8
49142,150.43631798,-26.46422028,7.68
49143,150.44506622,10.21603596,9.18
49144,150.44811546,72.41084085,8.18
49145,150.45366348,-42.48544278,7.08
49147,150.46351405,-38.92064382,7.97
49146,150.46477296,-28.6762004,8.08
49148,150.46548752,-12.89878741,7.93
49150,150.46609237,50.48075701,7.95
49149,150.46644225,-59.98197002,8.22
49151,150.4672631,-2.27101616,8.88
49152,150.46853409,-28.67109534,8.65
49153,150.47099162,23.98124791,7.41
49155,150.48221319,-49.30384417,11.01
49157,150.48276415,37.74344358,8.97
49158,150.4830248,12.24580358,7.8
49156,150.48388702,-55.00329107,7.9
49154,150.48543895,73.56866447,9.91
49159,150.49177681,-14.39283658,7.59
49160,150.492043,-57.34984456,6.2
49161,150.49468792,-10.40521354,8.82
49162,150.49609183,51.8278055,8.71
49163,150.49763139,74.7591799,6.91
49164,150.50043754,-60.42089968,5.93
49165,150.50193241,-34.17361581,7.09
49166,150.5037685,-33.68531078,9.4
49167,150.50679385,52.38159538,8.68
49168,150.51291775,15.36070626,8.54
120276,150.5177758,79.70628249,12.51
49169,150.52110349,-15.02905526,7.59
49170,150.52331405,33.03670764,9.06
49171,150.52367706,-54.98161774,7.76
49172,150.52415299,21.69115762,8.66
49173,150.52526572,31.53132326,7.39
49174,150.53370663,47.37147079,9.81
49175,150.54231107,-10.43046527,7.46
49176,150.54717086,-46.78298553,8.36
49177,150.54822995,-19.7668062,9.43
49178,150.55770474,-57.70333878,8.28
49179,150.56335621,49.65931641,9.39
49180,150.56413497,3.93084752,8.41
49181,150.56496421,-52.81950532,8.77
49182,150.56629841,61.96447795,9.75
49183,150.56717374,77.79041121,9.77
49184,150.56924232,-65.91804185,7.26
49185,150.58402373,8.67081005,9.2
49186,150.58459568,26.34631375,11.15
49187,150.58801132,-43.13853418,9.01
49188,150.59004212,25.2920673,9.02
49189,150.59293613,48.0923859,10.03
49191,150.59624028,55.57521549,9.47
49192,150.59855977,-67.47222582,9.22
49193,150.60838989,69.04073265,8.17
49194,150.61244924,9.93877684,8.88
49195,150.61479232,57.28378647,7.72
49196,150.61781644,-15.13229222,8.46
49197,150.61908834,44.57872903,9.09
49198,150.62283023,14.55750462,7.99
49199,150.6247614,-16.01613745,8.06
49200,150.63117058,1.82361357,8.19
49201,150.63607228,-48.86205635,7.58
49202,150.63860316,-13.29655814,6.98
49203,150.64066517,-53.14840486,7.68
49204,150.64251372,17.0464236,10.37
49205,150.64580936,-56.25669503,7.46
49206,150.64876258,46.36184753,7.94
49207,150.64884547,14.33952469,8.49
49208,150.65068376,70.76458276,8.1
49209,150.65428341,-20.42395869,6.82
49210,150.66295171,-8.50701413,10.95
49211,150.66345992,-12.30177627,9.87
49212,150.67827694,-6.50361615,8.79
49213,150.67847622,3.67017848,8.81
49214,150.68132543,14.81224333,9.18
49215,150.68475326,-31.97054658,8.25
49216,150.69863277,-22.10031318,7.97
49217,150.69982732,1.09454695,9.88
49218,150.70087682,-59.95839692,8.5
49219,150.70290127,-40.60098613,9.04
49220,150.70399581,21.9492707,5.68
49221,150.70513833,-1.06762948,6.7
49222,150.70546632,-30.57758605,6.54
49223,150.70592901,-62.15667622,6.41
49224,150.70675932,49.87844971,7.48
49225,150.72191021,1.48586497,8.66
49226,150.72359999,39.26181374,8.47
49227,150.73269669,57.8687823,8.79
49228,150.73360092,37.89338472,8.31
49229,150.7337484,63.5484749,9.16
49231,150.73504689,-5.61788637,7.33
49230,150.73535567,68.78592263,7.88
49232,150.74452913,38.61264605,8.36
49233,150.74979136,-60.17868581,6.18
49234,150.75581479,-54.55845302,9.11
49235,150.76491649,71.3630582,8.2
49236,150.76626206,-62.02117495,8.91
49237,150.76710146,39.31502516,8.25
49238,150.77054294,-58.61180527,8.15
49240,150.7728022,-39.42356355,7.34
49239,150.77287453,46.1971129,7.58
49241,150.77429444,36.85131686,8.95
49242,150.77429661,-8.88650455,8.04
49243,150.78366859,-65.69147265,8.53
49245,150.78424522,-59.8410866,7.75
49244,150.78435857,20.74860083,10.42
49246,150.80029108,58.09813368,7.48
49248,150.80113483,-48.64338536,10.38
49247,150.80128481,12.8481099,9.86
49249,150.80149218,36.48875503,9.18
49250,150.80242338,-20.93080302,7.78
49251,150.80411466,49.20506766,8.5
49252,150.80517771,-6.63850635,9.11
49253,150.80711232,50.109249,6.9
49254,150.8156208,4.66379341,8.07
49255,150.82241462,-43.8402335,7.49
49256,150.82382571,8.22795397,7.99
49257,150.83110444,60.86810356,10.23
49258,150.83502712,-17.18233489,7.67
49259,150.83585305,-46.63616508,6.11
49260,150.83762881,-10.72748048,7.08
49261,150.84122804,-82.50830999,7.34
49262,150.84366589,56.66769601,7.68
49263,150.84605723,44.62745001,8.68
49264,150.84818098,-33.23828364,6.62
49265,150.84885785,10.75424934,9.81
49266,150.85045383,47.12838813,8.96
49267,150.85109949,-12.8715723,8.42
49268,150.85226743,42.00928335,7.13
49269,150.85457429,-37.34639152,8.54
49270,150.85930297,57.53574631,7.89
49271,150.86509019,41.30475116,7.36
49272,150.86943565,-53.05304172,8.6
49273,150.87080347,-45.44001814,8.68
49274,150.87534565,53.33531241,7.59
49275,150.87541723,-30.24991651,8.41
49276,150.87566193,-61.92965436,8.66
49277,150.87729545,62.56611982,7.36
49278,150.87742983,-63.35681273,8.55
49279,150.88847926,9.89902366,7.14
49280,150.88911985,-0.20417667,10.0
49281,150.89224818,-61.88405008,6.14
49282,150.89494877,34.02441927,9.06
49283,150.89561457,35.9543488,9.11
49284,150.90137559,67.62569749,9.6
49286,150.90631167,-64.76976819,9.49
49285,150.90641992,-29.04340718,8.1
49287,150.91069995,-3.48073473,8.12
49289,150.9117132,-12.8771715,7.09
49288,150.91182728,3.97188013,7.23
49290,150.91243285,-60.19983338,7.31
49291,150.915374,64.10559687,8.24
49292,150.91601803,-26.90950554,7.4
49293,150.920793,-9.57376953,6.09
49295,150.92274671,-51.07888133,8.9
49294,150.92345878,-25.31673522,6.71
49296,150.92464306,2.09445299,9.02
49297,150.93532329,18.22009794,8.26
49298,150.93722734,-45.76312102,9.14
49299,150.94136094,-80.13101467,8.69
49300,150.94393514,12.12213164,7.93
49301,150.9443092,-43.22514673,8.81
49302,150.95005542,-41.86438767,11.37
49303,150.95045873,59.87030678,8.26
49304,150.95384303,-10.15293488,8.09
49305,150.95818161,-8.38574045,8.9
49306,150.96785124,16.21607761,9.26
49307,150.97117143,18.95120352,7.92
49308,150.97319913,38.02073887,6.75
49309,150.97703624,-25.46839918,8.78
49310,150.98189269,-18.88464044,9.6
49311,150.98367203,-28.49881907,8.01
49313,150.98473998,-76.06808385,9.3
49312,150.98489284,-7.66191891,9.18
49314,150.99131579,-39.379038,12.1
49315,150.99628328,32.64686402,7.7
49316,150.99932838,7.17620104,8.39
49317,151.00202048,-43.7762385,8.4
49318,151.00502302,-55.90822218,8.02
49319,151.0056028,-18.10104079,7.14
49320,151.00798315,-62.23566775,8.7
49321,151.01178567,-18.10141491,6.3
49322,151.01777726,-15.64858416,9.0
49323,151.02207706,57.47415768,8.46
49324,151.02529966,18.79643566,11.36
49325,151.02874957,-76.07148658,9.22
49326,151.03070622,-81.56562097,6.6
49327,151.0323094,-64.43141884,9.06
49328,151.03490886,11.62850002,7.13
49329,151.03531426,3.20128263,6.43
49330,151.03708075,48.59123277,7.6
49331,151.04197154,64.97079861,10.1
49332,151.04352152,-42.6761851,8.98
49333,151.06630381,13.98272003,10.0
49334,151.06705799,32.45251447,7.34
49335,151.06914096,-1.69261805,8.52
49336,151.0742405,-28.37871252,7.27
49337,151.07892911,-22.55910825,7.8
49338,151.08641997,-48.44582727,6.83
49339,151.08756962,-24.28559599,5.7
49340,151.09198111,59.20364564,8.63
49341,151.09214988,-59.22414698,8.68
49343,151.09746649,-39.97585933,6.42
49342,151.09751524,6.0111878,9.33
49344,151.09816291,70.86733865,8.41
49345,151.10027838,50.16346114,9.37
49346,151.10513177,-47.9121854,8.63
49347,151.10807287,-19.41273082,8.49
49348,151.10998064,13.59512497,7.76
49349,151.11071225,-27.72878272,8.91
49350,151.11127719,-7.21787576,7.49
49351,151.11610716,-51.79839496,6.99
49352,151.11741752,42.37503654,8.39
49353,151.12317893,25.23030781,8.36
49354,151.13140004,-69.35564548,9.5
49355,151.13661025,40.66526734,8.62
49356,151.13946261,27.84722617,8.22
49357,151.13957876,-44.69000497,8.65
49358,151.14182853,35.10339949,9.01
49360,151.14204211,-64.64775928,6.91
49359,151.1421285,-39.31710986,9.1
49362,151.14945292,-17.93927943,7.64
49363,151.15143814,53.8917256,5.71
49364,151.15187953,-52.05136002,9.26
49365,151.15304143,22.56960674,7.97
49366,151.15738731,-11.72964083,8.15
49367,151.15924089,59.6763957,8.26
49369,151.17040182,-24.02100543,9.25
49368,151.17048401,-88.6738019,9.1
49370,151.17923622,-8.87772266,9.06
49371,151.1794322,54.34546039,8.97
49372,151.18078135,-44.8447457,9.84
49373,151.19159354,-54.95083404,8.03
49374,151.19810098,5.0040236,7.35
49375,151.20431722,-28.18871533,6.99
49376,151.21152357,-31.09047519,11.99
49377,151.21757502,45.34145379,8.16
49378,151.21810667,-39.26728895,10.0
49379,151.22261394,10.6217138,9.46
49380,151.22270142,-52.02528751,7.41
49381,151.22627531,12.84768419,8.97
49382,151.22888399,55.48790725,7.81
49383,151.23052084,51.51905027,9.0
49384,151.23186628,-35.15101181,7.76
49385,151.2343758,-42.47168578,10.97
49386,151.23511284,-39.11808639,8.96
49387,151.23779267,67.42292227,8.72
49388,151.23979986,-21.63538567,9.13
49389,151.24384274,55.48569494,8.85
49390,151.24749722,-0.47546956,8.71
49391,151.24862353,-46.93697684,7.86
49392,151.2507288,70.22920559,8.57
49393,151.25767022,-56.89796114,6.86
49394,151.25776152,-51.31364777,6.23
49395,151.26444389,15.13456591,7.98
49396,151.26857099,7.99084856,7.31
49397,151.26921898,-55.76746335,7.99
49398,151.27295611,29.7493806,8.57
49399,151.27345033,21.82419623,8.96
49400,151.27498733,-45.89616031,7.18
49401,151.27852353,-30.24165115,8.97
49402,151.28121856,-13.06467435,4.6
49403,151.28217576,-72.07436398,8.1
49404,151.2834032,-36.66937522,8.07
49405,151.28426353,-61.68176458,7.79
49406,151.28469666,17.57150713,9.53
49407,151.29035739,19.91579906,8.44
49408,151.29331383,52.37131399,6.31
49409,151.29641261,-16.95386277,7.86
49410,151.29849846,19.43919639,8.28
49411,151.30013626,-28.1970547,6.97
49412,151.30138672,-3.51736578,7.32
49414,151.30294204,67.27976818,7.06
49413,151.30298067,-42.17229435,6.53
49415,151.30565719,50.55129885,7.29
49416,151.30787682,-79.062396,7.32
49417,151.3111399,-66.7178623,8.27
49418,151.3136859,-36.38435183,6.27
49419,151.31527164,33.22910995,8.5
49420,151.31906835,-33.88599139,9.51
49421,151.32075426,-32.76638605,8.82
49422,151.3224386,16.46544456,9.07
49423,151.3245301,-79.66285643,9.07
49424,151.32598682,37.64497695,8.99
49425,151.33288485,-11.20105467,8.46
49426,151.33696505,-3.37433024,7.57
49427,151.35772425,-66.15237013,8.39
49428,151.36060515,-34.88266868,6.6
49429,151.361011,26.48801387,9.12
49430,151.36153933,24.8226339,8.78
49431,151.36457015,-53.87808466,10.12
49432,151.36964841,-9.54795047,7.85
49433,151.37054245,12.53931631,9.38
49434,151.38675655,-33.39215244,6.99
49435,151.38739758,63.07203825,8.21
49436,151.39682891,-72.50594639,9.22
49437,151.39872976,51.39111908,7.87
49438,151.40247886,34.69009152,7.94
49439,151.40283698,-13.5564391,9.15
49440,151.40651758,-70.58795748,9.31
49441,151.41086202,31.08702023,8.01
49443,151.41352561,28.72314559,8.46
49442,151.4136356,-84.0889266,7.18
49445,151.42068743,15.75752363,6.36
49446,151.42114764,-24.17109234,8.69
49447,151.42943409,43.98029322,10.69
49449,151.43162125,-40.15618756,9.69
49448,151.43164391,41.04520363,7.54
49450,151.43874244,-30.89162665,6.62
49452,151.44671864,50.91959303,7.84
49451,151.44673951,-35.79695607,8.72
49453,151.45147526,-57.65784357,8.98
49454,151.4544187,35.00244459,7.29
49455,151.4605382,-12.01731453,8.91
49456,151.4626217,64.41327329,7.72
49457,151.46448892,-68.29809407,7.17
49458,151.46639356,3.38911647,8.28
49459,151.46863796,-27.27512304,7.49
49460,151.46962589,45.64259398,9.01
49461,151.46966414,34.20111964,8.22
49462,151.4704978,-63.83508256,6.91
49463,151.47055204,-14.81041374,9.07
49464,151.47560032,-20.54528657,8.64
49465,151.47932464,-5.4230153,9.27
49466,151.48301919,39.58213224,7.33
49467,151.4832383,58.47078267,9.77
49468,151.48576705,-54.59270767,7.86
49469,151.48732818,-25.83725796,9.43
49470,151.50010231,-40.86480046,8.13
49471,151.51197825,-49.1088114,9.17
49473,151.51358587,-50.53083554,9.74
49472,151.51360174,-67.52353765,8.94
49474,151.51695433,-57.90042196,8.54
49475,151.51697753,-42.52486222,7.43
49476,151.5229411,-29.11880362,7.21
49477,151.53026467,-52.18797821,6.5
49478,151.53238209,23.83466374,8.51
49479,151.5329652,2.42949735,8.01
49480,151.53626686,-74.11667279,9.35
49481,151.53639106,-20.94867109,7.29
49482,151.53922375,41.09043888,8.44
49483,151.5432693,3.54692821,8.5
49484,151.54472941,21.51448508,7.01
49485,151.54675512,-47.36986491,5.06
49486,151.54895425,42.24160293,9.73
49487,151.54941809,31.23119836,8.12
49488,151.55297636,-36.38601506,7.98
49489,151.55330815,43.57403138,9.87
49490,151.55964404,60.53597089,9.41
49491,151.56327013,40.92512131,8.41
49492,151.56374478,8.83453549,11.95
49493,151.56696953,-1.49141098,9.23
49494,151.5674217,-50.88257311,8.4
49495,151.57597547,74.31081675,8.64
49496,151.57724584,7.94445912,8.36
49497,151.58555793,68.66416725,9.41
49498,151.58622847,-52.05678376,8.5
49499,151.60008447,-73.96841546,9.7
49500,151.60642162,-26.59794347,7.71
49501,151.611417,-44.16508848,9.31
49502,151.6119519,-30.12024944,8.8
49503,151.61235151,-28.64878059,8.12
49504,151.61295905,-52.26953688,10.44
49505,151.61839825,-57.98401222,8.33
49506,151.61972678,55.76947013,7.24
49507,151.62546282,28.53979672,10.72
49508,151.6279826,3.4748219,7.94
49509,151.62857,-71.77396215,8.15
49510,151.6315592,-21.28554549,8.4
49511,151.63461751,39.50382128,7.61
49512,151.63770879,-16.33851153,8.23
49513,151.63918379,-35.18012291,8.17
49514,151.64557787,-45.37663154,7.64
49515,151.65184441,-31.15677124,9.12
49516,151.6532569,-53.69641196,8.07
49517,151.65344524,65.32990649,8.0
49518,151.65516829,12.78211251,7.37
49519,151.65628705,6.90572261,8.17
49520,151.66220578,-19.31066357,8.01
49521,151.66784929,-23.13957305,7.65
49522,151.67008281,17.89517485,8.07
49523,151.67343935,-74.62357809,9.39
49524,151.67604438,-30.07719986,9.74
49525,151.6822719,-61.0868914,9.1
49526,151.68346415,41.71563375,11.32
49527,151.68383557,11.17813108,8.35
49528,151.68613129,-2.39469916,8.6
49529,151.69343531,34.35406164,8.89
49530,151.697684,5.61153274,6.2
49531,151.70852426,-29.96598971,9.22
49532,151.71020439,55.65766058,8.05
49533,151.71042676,-24.71548385,7.15
49534,151.71356269,42.28862234,8.26
49535,151.71456546,49.34528004,8.15
49536,151.71481964,-49.96663602,8.33
49537,151.71694551,-51.0777423,7.09
49538,151.72114111,-53.91348194,8.03
49539,151.72325658,54.81511993,8.43
49540,151.72360348,-1.72385502,8.65
49541,151.72444163,-17.44418872,6.72
49542,151.73376641,-12.88019543,9.07
49543,151.73564635,-23.54338843,8.89
49544,151.7370845,2.96465366,9.95
49545,151.74559275,-3.28400332,7.76
49546,151.74963671,-71.4779734,6.58
49547,151.75189256,33.5880328,9.61
49548,151.75208848,38.02419147,7.95
49549,151.75437926,37.54898023,8.9
49551,151.75991975,14.15801788,8.97
49552,151.76668227,66.31507385,7.78
49553,151.76788668,-64.58658302,8.81
49554,151.77115149,47.36301257,10.64
49555,151.77162596,52.1552014,8.82
49556,151.77366552,-17.48442888,7.85
49557,151.77440343,-5.56622579,7.68
49558,151.77640554,0.9374028,8.8
49559,151.77793191,-28.86780242,7.62
49560,151.77901078,48.42044109,9.47
49561,151.78153218,-21.2557429,6.66
49562,151.78260664,8.76932322,8.69
49563,151.78328719,45.05997506,7.64
49566,151.78475166,-54.56381453,7.6
49565,151.78487778,29.51265995,7.42
49564,151.78517122,-51.33204323,10.16
49567,151.78552616,-74.83403226,8.7
49568,151.78826323,-52.53434784,7.89
49569,151.78954048,-17.14159635,5.59
49570,151.79082826,23.60519801,9.02
49571,151.79269944,3.68980962,8.84
49572,151.79297941,29.45665324,9.27
49573,151.79452366,67.34564067,8.66
49574,151.799333,-42.36258331,8.75
49575,151.8008301,-43.17708227,8.52
49576,151.80703809,46.11502922,9.31
49577,151.80758216,-14.30470762,10.17
49578,151.80872964,60.91987846,7.13
49579,151.81094566,-57.06271361,8.59
49580,151.81163569,29.23767503,7.96
49581,151.82503449,56.21029267,10.45
49582,151.83283605,-15.45529858,8.12
49583,151.83313948,16.76266572,3.48
49584,151.83337299,-46.1922458,8.85
